Read1,Read2,UmiRead,SampleName,ReadGroup,Library,SourceMaterial,PlatformUnit,SequencingPlatform,PlatformModel,SequencingCentre,SequencingDate,SLXId,Barcode,Flowcell,Lane,EndType,ReadLength,Index Type,Library Type
SLX-12838.D701_D505.HFKF7BBXX.s_8.r_1.fq.gz,SLX-12838.D701_D505.HFKF7BBXX.s_8.r_2.fq.gz,NA,DK45,NA,SLX-12838.D701-D505,SLX-12838.D701-D505,HFKF7BBXX.8.D701-D505,ILLUMINA,HiSeq 4000,CRUK-CI,2016-10-13,SLX-12838,D701-D505,HFKF7BBXX,8,Paired End,150,Truseq HT,DNASeq
SLX-12838.D701_D506.HFKF7BBXX.s_8.r_1.fq.gz,SLX-12838.D701_D506.HFKF7BBXX.s_8.r_2.fq.gz,NA,DK46,NA,SLX-12838.D701-D506,SLX-12838.D701-D506,HFKF7BBXX.8.D701-D506,ILLUMINA,HiSeq 4000,CRUK-CI,2016-10-13,SLX-12838,D701-D506,HFKF7BBXX,8,Paired End,150,Truseq HT,DNASeq
SLX-12838.D701_D507.HFKF7BBXX.s_8.r_1.fq.gz,SLX-12838.D701_D507.HFKF7BBXX.s_8.r_2.fq.gz,NA,DK47,NA,SLX-12838.D701-D507,SLX-12838.D701-D507,HFKF7BBXX.8.D701-D507,ILLUMINA,HiSeq 4000,CRUK-CI,2016-10-13,SLX-12838,D701-D507,HFKF7BBXX,8,Paired End,150,Truseq HT,DNASeq
SLX-12838.D701_D508.HFKF7BBXX.s_8.r_1.fq.gz,SLX-12838.D701_D508.HFKF7BBXX.s_8.r_2.fq.gz,NA,DK48,NA,SLX-12838.D701-D508,SLX-12838.D701-D508,HFKF7BBXX.8.D701-D508,ILLUMINA,HiSeq 4000,CRUK-CI,2016-10-13,SLX-12838,D701-D508,HFKF7BBXX,8,Paired End,150,Truseq HT,DNASeq
SLX-12838.D702_D505.HFKF7BBXX.s_8.r_1.fq.gz,SLX-12838.D702_D505.HFKF7BBXX.s_8.r_2.fq.gz,NA,DK49,NA,SLX-12838.D702-D505,SLX-12838.D702-D505,HFKF7BBXX.8.D702-D505,ILLUMINA,HiSeq 4000,CRUK-CI,2016-10-13,SLX-12838,D702-D505,HFKF7BBXX,8,Paired End,150,Truseq HT,DNASeq
SLX-12838.D702_D506.HFKF7BBXX.s_8.r_1.fq.gz,SLX-12838.D702_D506.HFKF7BBXX.s_8.r_2.fq.gz,NA,DK50,NA,SLX-12838.D702-D506,SLX-12838.D702-D506,HFKF7BBXX.8.D702-D506,ILLUMINA,HiSeq 4000,CRUK-CI,2016-10-13,SLX-12838,D702-D506,HFKF7BBXX,8,Paired End,150,Truseq HT,DNASeq
SLX-12838.D702_D507.HFKF7BBXX.s_8.r_1.fq.gz,SLX-12838.D702_D507.HFKF7BBXX.s_8.r_2.fq.gz,NA,DK51,NA,SLX-12838.D702-D507,SLX-12838.D702-D507,HFKF7BBXX.8.D702-D507,ILLUMINA,HiSeq 4000,CRUK-CI,2016-10-13,SLX-12838,D702-D507,HFKF7BBXX,8,Paired End,150,Truseq HT,DNASeq
SLX-12838.D702_D508.HFKF7BBXX.s_8.r_1.fq.gz,SLX-12838.D702_D508.HFKF7BBXX.s_8.r_2.fq.gz,NA,DK52,NA,SLX-12838.D702-D508,SLX-12838.D702-D508,HFKF7BBXX.8.D702-D508,ILLUMINA,HiSeq 4000,CRUK-CI,2016-10-13,SLX-12838,D702-D508,HFKF7BBXX,8,Paired End,150,Truseq HT,DNASeq
SLX-12838.D703_D501.HFKF7BBXX.s_8.r_1.fq.gz,SLX-12838.D703_D501.HFKF7BBXX.s_8.r_2.fq.gz,NA,DK53,NA,SLX-12838.D703-D501,SLX-12838.D703-D501,HFKF7BBXX.8.D703-D501,ILLUMINA,HiSeq 4000,CRUK-CI,2016-10-13,SLX-12838,D703-D501,HFKF7BBXX,8,Paired End,150,Truseq HT,DNASeq
SLX-11043.D703_D504.H5VHJBBXX.s_2.r_1.fq.gz,SLX-11043.D703_D504.H5VHJBBXX.s_2.r_2.fq.gz,NA,RAD_001_20004_C7D1,NA,SLX-11043.D703-D504,SLX-11043.D703-D504,H5VHJBBXX.2.D703-D504,ILLUMINA,HiSeq 4000,CRUK-CI,2016-04-18,SLX-11043,D703-D504,H5VHJBBXX,2,Paired End,150,Truseq HT,DNASeq
SLX-11043.D704_D505.H5VHJBBXX.s_2.r_1.fq.gz,SLX-11043.D704_D505.H5VHJBBXX.s_2.r_2.fq.gz,NA,RAD_001_20005_C1D1,NA,SLX-11043.D704-D505,SLX-11043.D704-D505,H5VHJBBXX.2.D704-D505,ILLUMINA,HiSeq 4000,CRUK-CI,2016-04-18,SLX-11043,D704-D505,H5VHJBBXX,2,Paired End,150,Truseq HT,DNASeq
SLX-11043.D704_D506.H5VHJBBXX.s_2.r_1.fq.gz,SLX-11043.D704_D506.H5VHJBBXX.s_2.r_2.fq.gz,NA,RAD_001_20005_C1D22,NA,SLX-11043.D704-D506,SLX-11043.D704-D506,H5VHJBBXX.2.D704-D506,ILLUMINA,HiSeq 4000,CRUK-CI,2016-04-18,SLX-11043,D704-D506,H5VHJBBXX,2,Paired End,150,Truseq HT,DNASeq
SLX-11043.D704_D507.H5VHJBBXX.s_2.r_1.fq.gz,SLX-11043.D704_D507.H5VHJBBXX.s_2.r_2.fq.gz,NA,RAD_001_20005_EOS,NA,SLX-11043.D704-D507,SLX-11043.D704-D507,H5VHJBBXX.2.D704-D507,ILLUMINA,HiSeq 4000,CRUK-CI,2016-04-18,SLX-11043,D704-D507,H5VHJBBXX,2,Paired End,150,Truseq HT,DNASeq
SLX-11043.D703_D503.H5VHJBBXX.s_2.r_1.fq.gz,SLX-11043.D703_D503.H5VHJBBXX.s_2.r_2.fq.gz,NA,RAD_001_20004_C1D1,NA,SLX-11043.D703-D503,SLX-11043.D703-D503,H5VHJBBXX.2.D703-D503,ILLUMINA,HiSeq 4000,CRUK-CI,2016-04-18,SLX-11043,D703-D503,H5VHJBBXX,2,Paired End,150,Truseq HT,DNASeq
SLX-11043.D705_D508.H5VHJBBXX.s_2.r_1.fq.gz,SLX-11043.D705_D508.H5VHJBBXX.s_2.r_2.fq.gz,NA,RAD_005_20002_C1D1,NA,SLX-11043.D705-D508,SLX-11043.D705-D508,H5VHJBBXX.2.D705-D508,ILLUMINA,HiSeq 4000,CRUK-CI,2016-04-18,SLX-11043,D705-D508,H5VHJBBXX,2,Paired End,150,Truseq HT,DNASeq
SLX-11043.D704_D508.H5VHJBBXX.s_2.r_1.fq.gz,SLX-11043.D704_D508.H5VHJBBXX.s_2.r_2.fq.gz,NA,RAD_003_20002_C1D1,NA,SLX-11043.D704-D508,SLX-11043.D704-D508,H5VHJBBXX.2.D704-D508,ILLUMINA,HiSeq 4000,CRUK-CI,2016-04-18,SLX-11043,D704-D508,H5VHJBBXX,2,Paired End,150,Truseq HT,DNASeq
SLX-11043.D705_D505.H5VHJBBXX.s_2.r_1.fq.gz,SLX-11043.D705_D505.H5VHJBBXX.s_2.r_2.fq.gz,NA,RAD_003_20002_C7D1,NA,SLX-11043.D705-D505,SLX-11043.D705-D505,H5VHJBBXX.2.D705-D505,ILLUMINA,HiSeq 4000,CRUK-CI,2016-04-18,SLX-11043,D705-D505,H5VHJBBXX,2,Paired End,150,Truseq HT,DNASeq
SLX-11043.D705_D506.H5VHJBBXX.s_2.r_1.fq.gz,SLX-11043.D705_D506.H5VHJBBXX.s_2.r_2.fq.gz,NA,RAD_004_20011_C1D1,NA,SLX-11043.D705-D506,SLX-11043.D705-D506,H5VHJBBXX.2.D705-D506,ILLUMINA,HiSeq 4000,CRUK-CI,2016-04-18,SLX-11043,D705-D506,H5VHJBBXX,2,Paired End,150,Truseq HT,DNASeq
SLX-11043.D705_D507.H5VHJBBXX.s_2.r_1.fq.gz,SLX-11043.D705_D507.H5VHJBBXX.s_2.r_2.fq.gz,NA,RAD_004_20011_C6D1,NA,SLX-11043.D705-D507,SLX-11043.D705-D507,H5VHJBBXX.2.D705-D507,ILLUMINA,HiSeq 4000,CRUK-CI,2016-04-18,SLX-11043,D705-D507,H5VHJBBXX,2,Paired End,150,Truseq HT,DNASeq
SLX-12838.D703_D503.HFKF7BBXX.s_8.r_1.fq.gz,SLX-12838.D703_D503.HFKF7BBXX.s_8.r_2.fq.gz,NA,DK55,NA,SLX-12838.D703-D503,SLX-12838.D703-D503,HFKF7BBXX.8.D703-D503,ILLUMINA,HiSeq 4000,CRUK-CI,2016-10-13,SLX-12838,D703-D503,HFKF7BBXX,8,Paired End,150,Truseq HT,DNASeq
SLX-12838.D703_D504.HFKF7BBXX.s_8.r_1.fq.gz,SLX-12838.D703_D504.HFKF7BBXX.s_8.r_2.fq.gz,NA,DK56,NA,SLX-12838.D703-D504,SLX-12838.D703-D504,HFKF7BBXX.8.D703-D504,ILLUMINA,HiSeq 4000,CRUK-CI,2016-10-13,SLX-12838,D703-D504,HFKF7BBXX,8,Paired End,150,Truseq HT,DNASeq
SLX-12838.D704_D501.HFKF7BBXX.s_8.r_1.fq.gz,SLX-12838.D704_D501.HFKF7BBXX.s_8.r_2.fq.gz,NA,DK57,NA,SLX-12838.D704-D501,SLX-12838.D704-D501,HFKF7BBXX.8.D704-D501,ILLUMINA,HiSeq 4000,CRUK-CI,2016-10-13,SLX-12838,D704-D501,HFKF7BBXX,8,Paired End,150,Truseq HT,DNASeq
SLX-12838.D704_D502.HFKF7BBXX.s_8.r_1.fq.gz,SLX-12838.D704_D502.HFKF7BBXX.s_8.r_2.fq.gz,NA,DK58,NA,SLX-12838.D704-D502,SLX-12838.D704-D502,HFKF7BBXX.8.D704-D502,ILLUMINA,HiSeq 4000,CRUK-CI,2016-10-13,SLX-12838,D704-D502,HFKF7BBXX,8,Paired End,150,Truseq HT,DNASeq
SLX-12838.D704_D503.HFKF7BBXX.s_8.r_1.fq.gz,SLX-12838.D704_D503.HFKF7BBXX.s_8.r_2.fq.gz,NA,DK59,NA,SLX-12838.D704-D503,SLX-12838.D704-D503,HFKF7BBXX.8.D704-D503,ILLUMINA,HiSeq 4000,CRUK-CI,2016-10-13,SLX-12838,D704-D503,HFKF7BBXX,8,Paired End,150,Truseq HT,DNASeq
SLX-12838.D704_D504.HFKF7BBXX.s_8.r_1.fq.gz,SLX-12838.D704_D504.HFKF7BBXX.s_8.r_2.fq.gz,NA,DK60,NA,SLX-12838.D704-D504,SLX-12838.D704-D504,HFKF7BBXX.8.D704-D504,ILLUMINA,HiSeq 4000,CRUK-CI,2016-10-13,SLX-12838,D704-D504,HFKF7BBXX,8,Paired End,150,Truseq HT,DNASeq
SLX-12838.D705_D505.HFKF7BBXX.s_8.r_1.fq.gz,SLX-12838.D705_D505.HFKF7BBXX.s_8.r_2.fq.gz,NA,DK61,NA,SLX-12838.D705-D505,SLX-12838.D705-D505,HFKF7BBXX.8.D705-D505,ILLUMINA,HiSeq 4000,CRUK-CI,2016-10-13,SLX-12838,D705-D505,HFKF7BBXX,8,Paired End,150,Truseq HT,DNASeq
SLX-12838.D705_D506.HFKF7BBXX.s_8.r_1.fq.gz,SLX-12838.D705_D506.HFKF7BBXX.s_8.r_2.fq.gz,NA,DK62,NA,SLX-12838.D705-D506,SLX-12838.D705-D506,HFKF7BBXX.8.D705-D506,ILLUMINA,HiSeq 4000,CRUK-CI,2016-10-13,SLX-12838,D705-D506,HFKF7BBXX,8,Paired End,150,Truseq HT,DNASeq
SLX-12838.D705_D507.HFKF7BBXX.s_8.r_1.fq.gz,SLX-12838.D705_D507.HFKF7BBXX.s_8.r_2.fq.gz,NA,DK63,NA,SLX-12838.D705-D507,SLX-12838.D705-D507,HFKF7BBXX.8.D705-D507,ILLUMINA,HiSeq 4000,CRUK-CI,2016-10-13,SLX-12838,D705-D507,HFKF7BBXX,8,Paired End,150,Truseq HT,DNASeq
SLX-12838.D705_D508.HFKF7BBXX.s_8.r_1.fq.gz,SLX-12838.D705_D508.HFKF7BBXX.s_8.r_2.fq.gz,NA,DK64,NA,SLX-12838.D705-D508,SLX-12838.D705-D508,HFKF7BBXX.8.D705-D508,ILLUMINA,HiSeq 4000,CRUK-CI,2016-10-13,SLX-12838,D705-D508,HFKF7BBXX,8,Paired End,150,Truseq HT,DNASeq
SLX-12838.D706_D505.HFKF7BBXX.s_8.r_1.fq.gz,SLX-12838.D706_D505.HFKF7BBXX.s_8.r_2.fq.gz,NA,DK65,NA,SLX-12838.D706-D505,SLX-12838.D706-D505,HFKF7BBXX.8.D706-D505,ILLUMINA,HiSeq 4000,CRUK-CI,2016-10-13,SLX-12838,D706-D505,HFKF7BBXX,8,Paired End,150,Truseq HT,DNASeq
SLX-12838.D706_D506.HFKF7BBXX.s_8.r_1.fq.gz,SLX-12838.D706_D506.HFKF7BBXX.s_8.r_2.fq.gz,NA,DK66,NA,SLX-12838.D706-D506,SLX-12838.D706-D506,HFKF7BBXX.8.D706-D506,ILLUMINA,HiSeq 4000,CRUK-CI,2016-10-13,SLX-12838,D706-D506,HFKF7BBXX,8,Paired End,150,Truseq HT,DNASeq
SLX-12838.D706_D507.HFKF7BBXX.s_8.r_1.fq.gz,SLX-12838.D706_D507.HFKF7BBXX.s_8.r_2.fq.gz,NA,DK67,NA,SLX-12838.D706-D507,SLX-12838.D706-D507,HFKF7BBXX.8.D706-D507,ILLUMINA,HiSeq 4000,CRUK-CI,2016-10-13,SLX-12838,D706-D507,HFKF7BBXX,8,Paired End,150,Truseq HT,DNASeq
SLX-12838.D706_D508.HFKF7BBXX.s_8.r_1.fq.gz,SLX-12838.D706_D508.HFKF7BBXX.s_8.r_2.fq.gz,NA,DK68,NA,SLX-12838.D706-D508,SLX-12838.D706-D508,HFKF7BBXX.8.D706-D508,ILLUMINA,HiSeq 4000,CRUK-CI,2016-10-13,SLX-12838,D706-D508,HFKF7BBXX,8,Paired End,150,Truseq HT,DNASeq
SLX-12839.D706_D501.HGYHFBBXX.s_6.r_1.fq.gz,SLX-12839.D706_D501.HGYHFBBXX.s_6.r_2.fq.gz,NA,BLING_GB18_PLASMA_A,NA,SLX-12839.D706-D501,SLX-12839.D706-D501,HGYHFBBXX.6.D706-D501,ILLUMINA,HiSeq 4000,CRUK-CI,2016-12-12,SLX-12839,D706-D501,HGYHFBBXX,6,Paired End,150,Truseq HT,DNASeq
SLX-12839.D706_D502.HGYHFBBXX.s_6.r_1.fq.gz,SLX-12839.D706_D502.HGYHFBBXX.s_6.r_2.fq.gz,NA,BLING_GB19_PLASMA_A,NA,SLX-12839.D706-D502,SLX-12839.D706-D502,HGYHFBBXX.6.D706-D502,ILLUMINA,HiSeq 4000,CRUK-CI,2016-12-12,SLX-12839,D706-D502,HGYHFBBXX,6,Paired End,150,Truseq HT,DNASeq
SLX-12839.D706_D503.HGYHFBBXX.s_6.r_1.fq.gz,SLX-12839.D706_D503.HGYHFBBXX.s_6.r_2.fq.gz,NA,BLING_GB20_PLASMA_A,NA,SLX-12839.D706-D503,SLX-12839.D706-D503,HGYHFBBXX.6.D706-D503,ILLUMINA,HiSeq 4000,CRUK-CI,2016-12-12,SLX-12839,D706-D503,HGYHFBBXX,6,Paired End,150,Truseq HT,DNASeq
SLX-12531.D703_D502.HHVLTBBXX.s_4.r_1.fq.gz,SLX-12531.D703_D502.HHVLTBBXX.s_4.r_2.fq.gz,NA,G5062310A2,NA,SLX-12531.D703-D502,SLX-12531.D703-D502,HHVLTBBXX.4.D703-D502,ILLUMINA,HiSeq 4000,CRUK-CI,2017-03-20,SLX-12531,D703-D502,HHVLTBBXX,4,Paired End,150,Truseq HT,Amplicon Low-Diversity
SLX-12531.D703_D503.HHVLTBBXX.s_4.r_1.fq.gz,SLX-12531.D703_D503.HHVLTBBXX.s_4.r_2.fq.gz,NA,J4072310A1,NA,SLX-12531.D703-D503,SLX-12531.D703-D503,HHVLTBBXX.4.D703-D503,ILLUMINA,HiSeq 4000,CRUK-CI,2017-03-20,SLX-12531,D703-D503,HHVLTBBXX,4,Paired End,150,Truseq HT,Amplicon Low-Diversity
SLX-12531.D703_D501.HHVLTBBXX.s_4.r_1.fq.gz,SLX-12531.D703_D501.HHVLTBBXX.s_4.r_2.fq.gz,NA,G5062310A1,NA,SLX-12531.D703-D501,SLX-12531.D703-D501,HHVLTBBXX.4.D703-D501,ILLUMINA,HiSeq 4000,CRUK-CI,2017-03-20,SLX-12531,D703-D501,HHVLTBBXX,4,Paired End,150,Truseq HT,Amplicon Low-Diversity
SLX-12839.D702_D502.HGYHFBBXX.s_6.r_1.fq.gz,SLX-12839.D702_D502.HGYHFBBXX.s_6.r_2.fq.gz,NA,BLING_GB12_PLASMA_A,NA,SLX-12839.D702-D502,SLX-12839.D702-D502,HGYHFBBXX.6.D702-D502,ILLUMINA,HiSeq 4000,CRUK-CI,2016-12-12,SLX-12839,D702-D502,HGYHFBBXX,6,Paired End,150,Truseq HT,DNASeq
SLX-12839.D702_D503.HGYHFBBXX.s_6.r_1.fq.gz,SLX-12839.D702_D503.HGYHFBBXX.s_6.r_2.fq.gz,NA,BLING_GB14_PLASMA_A_central,NA,SLX-12839.D702-D503,SLX-12839.D702-D503,HGYHFBBXX.6.D702-D503,ILLUMINA,HiSeq 4000,CRUK-CI,2016-12-12,SLX-12839,D702-D503,HGYHFBBXX,6,Paired End,150,Truseq HT,DNASeq
SLX-12839.D702_D504.HGYHFBBXX.s_6.r_1.fq.gz,SLX-12839.D702_D504.HGYHFBBXX.s_6.r_2.fq.gz,NA,BLING_GB14_PLASMA_A_peripheral,NA,SLX-12839.D702-D504,SLX-12839.D702-D504,HGYHFBBXX.6.D702-D504,ILLUMINA,HiSeq 4000,CRUK-CI,2016-12-12,SLX-12839,D702-D504,HGYHFBBXX,6,Paired End,150,Truseq HT,DNASeq
SLX-12839.D701_D502.HGYHFBBXX.s_6.r_1.fq.gz,SLX-12839.D701_D502.HGYHFBBXX.s_6.r_2.fq.gz,NA,BLING_GB4_PLASMA_A,NA,SLX-12839.D701-D502,SLX-12839.D701-D502,HGYHFBBXX.6.D701-D502,ILLUMINA,HiSeq 4000,CRUK-CI,2016-12-12,SLX-12839,D701-D502,HGYHFBBXX,6,Paired End,150,Truseq HT,DNASeq
SLX-12839.D701_D503.HGYHFBBXX.s_6.r_1.fq.gz,SLX-12839.D701_D503.HGYHFBBXX.s_6.r_2.fq.gz,NA,BLING_GB9_PLASMA_A,NA,SLX-12839.D701-D503,SLX-12839.D701-D503,HGYHFBBXX.6.D701-D503,ILLUMINA,HiSeq 4000,CRUK-CI,2016-12-12,SLX-12839,D701-D503,HGYHFBBXX,6,Paired End,150,Truseq HT,DNASeq
SLX-12839.D701_D504.HGYHFBBXX.s_6.r_1.fq.gz,SLX-12839.D701_D504.HGYHFBBXX.s_6.r_2.fq.gz,NA,BLING_GB10_PLASMA_A,NA,SLX-12839.D701-D504,SLX-12839.D701-D504,HGYHFBBXX.6.D701-D504,ILLUMINA,HiSeq 4000,CRUK-CI,2016-12-12,SLX-12839,D701-D504,HGYHFBBXX,6,Paired End,150,Truseq HT,DNASeq
SLX-12839.D702_D501.HGYHFBBXX.s_6.r_1.fq.gz,SLX-12839.D702_D501.HGYHFBBXX.s_6.r_2.fq.gz,NA,BLING_GB11_PLASMA_A,NA,SLX-12839.D702-D501,SLX-12839.D702-D501,HGYHFBBXX.6.D702-D501,ILLUMINA,HiSeq 4000,CRUK-CI,2016-12-12,SLX-12839,D702-D501,HGYHFBBXX,6,Paired End,150,Truseq HT,DNASeq
SLX-12839.D701_D501.HGYHFBBXX.s_6.r_1.fq.gz,SLX-12839.D701_D501.HGYHFBBXX.s_6.r_2.fq.gz,NA,BLING_GB2_PLASMA_A,NA,SLX-12839.D701-D501,SLX-12839.D701-D501,HGYHFBBXX.6.D701-D501,ILLUMINA,HiSeq 4000,CRUK-CI,2016-12-12,SLX-12839,D701-D501,HGYHFBBXX,6,Paired End,150,Truseq HT,DNASeq
SLX-12839.D704_D508.HGYHFBBXX.s_6.r_1.fq.gz,SLX-12839.D704_D508.HGYHFBBXX.s_6.r_2.fq.gz,NA,BLING_GB13_PLASMA_A,NA,SLX-12839.D704-D508,SLX-12839.D704-D508,HGYHFBBXX.6.D704-D508,ILLUMINA,HiSeq 4000,CRUK-CI,2016-12-12,SLX-12839,D704-D508,HGYHFBBXX,6,Paired End,150,Truseq HT,DNASeq
SLX-12839.D705_D501.HGYHFBBXX.s_6.r_1.fq.gz,SLX-12839.D705_D501.HGYHFBBXX.s_6.r_2.fq.gz,NA,BLING_GB14_PLASMA_F/U,NA,SLX-12839.D705-D501,SLX-12839.D705-D501,HGYHFBBXX.6.D705-D501,ILLUMINA,HiSeq 4000,CRUK-CI,2016-12-12,SLX-12839,D705-D501,HGYHFBBXX,6,Paired End,150,Truseq HT,DNASeq
SLX-12839.D705_D502.HGYHFBBXX.s_6.r_1.fq.gz,SLX-12839.D705_D502.HGYHFBBXX.s_6.r_2.fq.gz,NA,BLING_GB15_PLASMA_A,NA,SLX-12839.D705-D502,SLX-12839.D705-D502,HGYHFBBXX.6.D705-D502,ILLUMINA,HiSeq 4000,CRUK-CI,2016-12-12,SLX-12839,D705-D502,HGYHFBBXX,6,Paired End,150,Truseq HT,DNASeq
SLX-12839.D705_D503.HGYHFBBXX.s_6.r_1.fq.gz,SLX-12839.D705_D503.HGYHFBBXX.s_6.r_2.fq.gz,NA,BLING_GB15_PLASMA_F/U,NA,SLX-12839.D705-D503,SLX-12839.D705-D503,HGYHFBBXX.6.D705-D503,ILLUMINA,HiSeq 4000,CRUK-CI,2016-12-12,SLX-12839,D705-D503,HGYHFBBXX,6,Paired End,150,Truseq HT,DNASeq
SLX-12839.D703_D507.HGYHFBBXX.s_6.r_1.fq.gz,SLX-12839.D703_D507.HGYHFBBXX.s_6.r_2.fq.gz,NA,BLING_GB2_PLASMA_F/U,NA,SLX-12839.D703-D507,SLX-12839.D703-D507,HGYHFBBXX.6.D703-D507,ILLUMINA,HiSeq 4000,CRUK-CI,2016-12-12,SLX-12839,D703-D507,HGYHFBBXX,6,Paired End,150,Truseq HT,DNASeq
SLX-12839.D703_D508.HGYHFBBXX.s_6.r_1.fq.gz,SLX-12839.D703_D508.HGYHFBBXX.s_6.r_2.fq.gz,NA,BLING_GB11_PLASMA_F/U,NA,SLX-12839.D703-D508,SLX-12839.D703-D508,HGYHFBBXX.6.D703-D508,ILLUMINA,HiSeq 4000,CRUK-CI,2016-12-12,SLX-12839,D703-D508,HGYHFBBXX,6,Paired End,150,Truseq HT,DNASeq
SLX-12839.D704_D507.HGYHFBBXX.s_6.r_1.fq.gz,SLX-12839.D704_D507.HGYHFBBXX.s_6.r_2.fq.gz,NA,BLING_GB12_PLASMA_F/U,NA,SLX-12839.D704-D507,SLX-12839.D704-D507,HGYHFBBXX.6.D704-D507,ILLUMINA,HiSeq 4000,CRUK-CI,2016-12-12,SLX-12839,D704-D507,HGYHFBBXX,6,Paired End,150,Truseq HT,DNASeq
SLX-12839.D703_D505.HGYHFBBXX.s_6.r_1.fq.gz,SLX-12839.D703_D505.HGYHFBBXX.s_6.r_2.fq.gz,NA,BLING_GB16_PLASMA_A_central,NA,SLX-12839.D703-D505,SLX-12839.D703-D505,HGYHFBBXX.6.D703-D505,ILLUMINA,HiSeq 4000,CRUK-CI,2016-12-12,SLX-12839,D703-D505,HGYHFBBXX,6,Paired End,150,Truseq HT,DNASeq
SLX-12839.D703_D506.HGYHFBBXX.s_6.r_1.fq.gz,SLX-12839.D703_D506.HGYHFBBXX.s_6.r_2.fq.gz,NA,BLING_GB16_PLASMA_A_peripheral,NA,SLX-12839.D703-D506,SLX-12839.D703-D506,HGYHFBBXX.6.D703-D506,ILLUMINA,HiSeq 4000,CRUK-CI,2016-12-12,SLX-12839,D703-D506,HGYHFBBXX,6,Paired End,150,Truseq HT,DNASeq
SLX-12839.D704_D505.HGYHFBBXX.s_6.r_1.fq.gz,SLX-12839.D704_D505.HGYHFBBXX.s_6.r_2.fq.gz,NA,BLING_GB17_PLASMA_A_central,NA,SLX-12839.D704-D505,SLX-12839.D704-D505,HGYHFBBXX.6.D704-D505,ILLUMINA,HiSeq 4000,CRUK-CI,2016-12-12,SLX-12839,D704-D505,HGYHFBBXX,6,Paired End,150,Truseq HT,DNASeq
SLX-12839.D704_D506.HGYHFBBXX.s_6.r_1.fq.gz,SLX-12839.D704_D506.HGYHFBBXX.s_6.r_2.fq.gz,NA,BLING_GB17_PLASMA_A_peripheral,NA,SLX-12839.D704-D506,SLX-12839.D704-D506,HGYHFBBXX.6.D704-D506,ILLUMINA,HiSeq 4000,CRUK-CI,2016-12-12,SLX-12839,D704-D506,HGYHFBBXX,6,Paired End,150,Truseq HT,DNASeq
SLX-11896.D701_D501.H7YGCBBXX.s_8.r_1.fq.gz,SLX-11896.D701_D501.H7YGCBBXX.s_8.r_2.fq.gz,NA,UCP:76,NA,SLX-11896.D701-D501,SLX-11896.D701-D501,H7YGCBBXX.8.D701-D501,ILLUMINA,HiSeq 4000,CRUK-CI,2016-05-23,SLX-11896,D701-D501,H7YGCBBXX,8,Paired End,150,Truseq HT,DNASeq
SLX-11896.D701_D501.HC2KKBBXX.s_8.r_1.fq.gz,SLX-11896.D701_D501.HC2KKBBXX.s_8.r_2.fq.gz,NA,UCP:76,NA,SLX-11896.D701-D501,SLX-11896.D701-D501,HC2KKBBXX.8.D701-D501,ILLUMINA,HiSeq 4000,CRUK-CI,2016-05-16,SLX-11896,D701-D501,HC2KKBBXX,8,Paired End,150,Truseq HT,DNASeq
SLX-11896.D707_D506.H7YGCBBXX.s_8.r_1.fq.gz,SLX-11896.D707_D506.H7YGCBBXX.s_8.r_2.fq.gz,NA,PLS:1633,NA,SLX-11896.D707-D506,SLX-11896.D707-D506,H7YGCBBXX.8.D707-D506,ILLUMINA,HiSeq 4000,CRUK-CI,2016-05-23,SLX-11896,D707-D506,H7YGCBBXX,8,Paired End,150,Truseq HT,DNASeq
SLX-11896.D707_D506.HC2KKBBXX.s_8.r_1.fq.gz,SLX-11896.D707_D506.HC2KKBBXX.s_8.r_2.fq.gz,NA,PLS:1633,NA,SLX-11896.D707-D506,SLX-11896.D707-D506,HC2KKBBXX.8.D707-D506,ILLUMINA,HiSeq 4000,CRUK-CI,2016-05-16,SLX-11896,D707-D506,HC2KKBBXX,8,Paired End,150,Truseq HT,DNASeq
SLX-11896.D707_D501.H7YGCBBXX.s_8.r_1.fq.gz,SLX-11896.D707_D501.H7YGCBBXX.s_8.r_2.fq.gz,NA,PLS:1024,NA,SLX-11896.D707-D501,SLX-11896.D707-D501,H7YGCBBXX.8.D707-D501,ILLUMINA,HiSeq 4000,CRUK-CI,2016-05-23,SLX-11896,D707-D501,H7YGCBBXX,8,Paired End,150,Truseq HT,DNASeq
SLX-11896.D707_D501.HC2KKBBXX.s_8.r_1.fq.gz,SLX-11896.D707_D501.HC2KKBBXX.s_8.r_2.fq.gz,NA,PLS:1024,NA,SLX-11896.D707-D501,SLX-11896.D707-D501,HC2KKBBXX.8.D707-D501,ILLUMINA,HiSeq 4000,CRUK-CI,2016-05-16,SLX-11896,D707-D501,HC2KKBBXX,8,Paired End,150,Truseq HT,DNASeq
SLX-11896.D708_D506.H7YGCBBXX.s_8.r_1.fq.gz,SLX-11896.D708_D506.H7YGCBBXX.s_8.r_2.fq.gz,NA,PLS:995,NA,SLX-11896.D708-D506,SLX-11896.D708-D506,H7YGCBBXX.8.D708-D506,ILLUMINA,HiSeq 4000,CRUK-CI,2016-05-23,SLX-11896,D708-D506,H7YGCBBXX,8,Paired End,150,Truseq HT,DNASeq
