Read1,Read2,UmiRead,SampleName,ReadGroup,Library,SourceMaterial,PlatformUnit,SequencingPlatform,PlatformModel,SequencingCentre,SequencingDate,SLXId,Barcode,Flowcell,Lane,EndType,ReadLength,Library Type,Index Type
SLX-10572.D706_D504.C8L1WANXX.s_6.r_1.fq.gz,SLX-10572.D706_D504.C8L1WANXX.s_6.r_2.fq.gz,,USN:105,,SLX-10572.D706-D504,SLX-10572.D706-D504,C8L1WANXX.6.D706-D504,ILLUMINA,HiSeq 2500,CRUK-CI,19/04/2016,SLX-10572,D706-D504,C8L1WANXX,6,Paired End,125,DNASeq,Truseq HT
SLX-10572.D706_D504.C8L1WANXX.s_7.r_1.fq.gz,SLX-10572.D706_D504.C8L1WANXX.s_7.r_2.fq.gz,,USN:105,,SLX-10572.D706-D504,SLX-10572.D706-D504,C8L1WANXX.7.D706-D504,ILLUMINA,HiSeq 2500,CRUK-CI,19/04/2016,SLX-10572,D706-D504,C8L1WANXX,7,Paired End,125,DNASeq,Truseq HT
SLX-10572.D707_D501.C8L1WANXX.s_6.r_1.fq.gz,SLX-10572.D707_D501.C8L1WANXX.s_6.r_2.fq.gz,,PLS:1024,,SLX-10572.D707-D501,SLX-10572.D707-D501,C8L1WANXX.6.D707-D501,ILLUMINA,HiSeq 2500,CRUK-CI,19/04/2016,SLX-10572,D707-D501,C8L1WANXX,6,Paired End,125,DNASeq,Truseq HT
SLX-10572.D707_D501.C8L1WANXX.s_7.r_1.fq.gz,SLX-10572.D707_D501.C8L1WANXX.s_7.r_2.fq.gz,,PLS:1024,,SLX-10572.D707-D501,SLX-10572.D707-D501,C8L1WANXX.7.D707-D501,ILLUMINA,HiSeq 2500,CRUK-CI,19/04/2016,SLX-10572,D707-D501,C8L1WANXX,7,Paired End,125,DNASeq,Truseq HT
SLX-10572.D706_D507.C8L1WANXX.s_6.r_1.fq.gz,SLX-10572.D706_D507.C8L1WANXX.s_6.r_2.fq.gz,,USN:169,,SLX-10572.D706-D507,SLX-10572.D706-D507,C8L1WANXX.6.D706-D507,ILLUMINA,HiSeq 2500,CRUK-CI,19/04/2016,SLX-10572,D706-D507,C8L1WANXX,6,Paired End,125,DNASeq,Truseq HT
SLX-10572.D706_D507.C8L1WANXX.s_7.r_1.fq.gz,SLX-10572.D706_D507.C8L1WANXX.s_7.r_2.fq.gz,,USN:169,,SLX-10572.D706-D507,SLX-10572.D706-D507,C8L1WANXX.7.D706-D507,ILLUMINA,HiSeq 2500,CRUK-CI,19/04/2016,SLX-10572,D706-D507,C8L1WANXX,7,Paired End,125,DNASeq,Truseq HT
SLX-10572.D706_D508.C8L1WANXX.s_6.r_1.fq.gz,SLX-10572.D706_D508.C8L1WANXX.s_6.r_2.fq.gz,,USN:155,,SLX-10572.D706-D508,SLX-10572.D706-D508,C8L1WANXX.6.D706-D508,ILLUMINA,HiSeq 2500,CRUK-CI,19/04/2016,SLX-10572,D706-D508,C8L1WANXX,6,Paired End,125,DNASeq,Truseq HT
SLX-10572.D706_D508.C8L1WANXX.s_7.r_1.fq.gz,SLX-10572.D706_D508.C8L1WANXX.s_7.r_2.fq.gz,,USN:155,,SLX-10572.D706-D508,SLX-10572.D706-D508,C8L1WANXX.7.D706-D508,ILLUMINA,HiSeq 2500,CRUK-CI,19/04/2016,SLX-10572,D706-D508,C8L1WANXX,7,Paired End,125,DNASeq,Truseq HT
SLX-10572.D707_D504.C8L1WANXX.s_6.r_1.fq.gz,SLX-10572.D707_D504.C8L1WANXX.s_6.r_2.fq.gz,,PLS:1007,,SLX-10572.D707-D504,SLX-10572.D707-D504,C8L1WANXX.6.D707-D504,ILLUMINA,HiSeq 2500,CRUK-CI,19/04/2016,SLX-10572,D707-D504,C8L1WANXX,6,Paired End,125,DNASeq,Truseq HT
SLX-10572.D707_D504.C8L1WANXX.s_7.r_1.fq.gz,SLX-10572.D707_D504.C8L1WANXX.s_7.r_2.fq.gz,,PLS:1007,,SLX-10572.D707-D504,SLX-10572.D707-D504,C8L1WANXX.7.D707-D504,ILLUMINA,HiSeq 2500,CRUK-CI,19/04/2016,SLX-10572,D707-D504,C8L1WANXX,7,Paired End,125,DNASeq,Truseq HT
SLX-10572.D707_D505.C8L1WANXX.s_6.r_1.fq.gz,SLX-10572.D707_D505.C8L1WANXX.s_6.r_2.fq.gz,,PLS:1996,,SLX-10572.D707-D505,SLX-10572.D707-D505,C8L1WANXX.6.D707-D505,ILLUMINA,HiSeq 2500,CRUK-CI,19/04/2016,SLX-10572,D707-D505,C8L1WANXX,6,Paired End,125,DNASeq,Truseq HT
SLX-10572.D707_D505.C8L1WANXX.s_7.r_1.fq.gz,SLX-10572.D707_D505.C8L1WANXX.s_7.r_2.fq.gz,,PLS:1996,,SLX-10572.D707-D505,SLX-10572.D707-D505,C8L1WANXX.7.D707-D505,ILLUMINA,HiSeq 2500,CRUK-CI,19/04/2016,SLX-10572,D707-D505,C8L1WANXX,7,Paired End,125,DNASeq,Truseq HT
SLX-10572.D707_D502.C8L1WANXX.s_6.r_1.fq.gz,SLX-10572.D707_D502.C8L1WANXX.s_6.r_2.fq.gz,,PLS:1253,,SLX-10572.D707-D502,SLX-10572.D707-D502,C8L1WANXX.6.D707-D502,ILLUMINA,HiSeq 2500,CRUK-CI,19/04/2016,SLX-10572,D707-D502,C8L1WANXX,6,Paired End,125,DNASeq,Truseq HT
SLX-10572.D707_D502.C8L1WANXX.s_7.r_1.fq.gz,SLX-10572.D707_D502.C8L1WANXX.s_7.r_2.fq.gz,,PLS:1253,,SLX-10572.D707-D502,SLX-10572.D707-D502,C8L1WANXX.7.D707-D502,ILLUMINA,HiSeq 2500,CRUK-CI,19/04/2016,SLX-10572,D707-D502,C8L1WANXX,7,Paired End,125,DNASeq,Truseq HT
SLX-10572.D707_D503.C8L1WANXX.s_6.r_1.fq.gz,SLX-10572.D707_D503.C8L1WANXX.s_6.r_2.fq.gz,,PLS:1658,,SLX-10572.D707-D503,SLX-10572.D707-D503,C8L1WANXX.6.D707-D503,ILLUMINA,HiSeq 2500,CRUK-CI,19/04/2016,SLX-10572,D707-D503,C8L1WANXX,6,Paired End,125,DNASeq,Truseq HT
SLX-10572.D707_D503.C8L1WANXX.s_7.r_1.fq.gz,SLX-10572.D707_D503.C8L1WANXX.s_7.r_2.fq.gz,,PLS:1658,,SLX-10572.D707-D503,SLX-10572.D707-D503,C8L1WANXX.7.D707-D503,ILLUMINA,HiSeq 2500,CRUK-CI,19/04/2016,SLX-10572,D707-D503,C8L1WANXX,7,Paired End,125,DNASeq,Truseq HT
SLX-10572.D707_D508.C8L1WANXX.s_6.r_1.fq.gz,SLX-10572.D707_D508.C8L1WANXX.s_6.r_2.fq.gz,,PLS:725,,SLX-10572.D707-D508,SLX-10572.D707-D508,C8L1WANXX.6.D707-D508,ILLUMINA,HiSeq 2500,CRUK-CI,19/04/2016,SLX-10572,D707-D508,C8L1WANXX,6,Paired End,125,DNASeq,Truseq HT
SLX-10572.D707_D508.C8L1WANXX.s_7.r_1.fq.gz,SLX-10572.D707_D508.C8L1WANXX.s_7.r_2.fq.gz,,PLS:725,,SLX-10572.D707-D508,SLX-10572.D707-D508,C8L1WANXX.7.D707-D508,ILLUMINA,HiSeq 2500,CRUK-CI,19/04/2016,SLX-10572,D707-D508,C8L1WANXX,7,Paired End,125,DNASeq,Truseq HT
SLX-10572.D708_D501.C8L1WANXX.s_6.r_1.fq.gz,SLX-10572.D708_D501.C8L1WANXX.s_6.r_2.fq.gz,,PLS:2180,,SLX-10572.D708-D501,SLX-10572.D708-D501,C8L1WANXX.6.D708-D501,ILLUMINA,HiSeq 2500,CRUK-CI,19/04/2016,SLX-10572,D708-D501,C8L1WANXX,6,Paired End,125,DNASeq,Truseq HT
SLX-10572.D708_D501.C8L1WANXX.s_7.r_1.fq.gz,SLX-10572.D708_D501.C8L1WANXX.s_7.r_2.fq.gz,,PLS:2180,,SLX-10572.D708-D501,SLX-10572.D708-D501,C8L1WANXX.7.D708-D501,ILLUMINA,HiSeq 2500,CRUK-CI,19/04/2016,SLX-10572,D708-D501,C8L1WANXX,7,Paired End,125,DNASeq,Truseq HT
SLX-10572.D707_D506.C8L1WANXX.s_6.r_1.fq.gz,SLX-10572.D707_D506.C8L1WANXX.s_6.r_2.fq.gz,,PLS:1633,,SLX-10572.D707-D506,SLX-10572.D707-D506,C8L1WANXX.6.D707-D506,ILLUMINA,HiSeq 2500,CRUK-CI,19/04/2016,SLX-10572,D707-D506,C8L1WANXX,6,Paired End,125,DNASeq,Truseq HT
SLX-10572.D707_D506.C8L1WANXX.s_7.r_1.fq.gz,SLX-10572.D707_D506.C8L1WANXX.s_7.r_2.fq.gz,,PLS:1633,,SLX-10572.D707-D506,SLX-10572.D707-D506,C8L1WANXX.7.D707-D506,ILLUMINA,HiSeq 2500,CRUK-CI,19/04/2016,SLX-10572,D707-D506,C8L1WANXX,7,Paired End,125,DNASeq,Truseq HT
SLX-10572.D707_D507.C8L1WANXX.s_6.r_1.fq.gz,SLX-10572.D707_D507.C8L1WANXX.s_6.r_2.fq.gz,,PLS:719,,SLX-10572.D707-D507,SLX-10572.D707-D507,C8L1WANXX.6.D707-D507,ILLUMINA,HiSeq 2500,CRUK-CI,19/04/2016,SLX-10572,D707-D507,C8L1WANXX,6,Paired End,125,DNASeq,Truseq HT
SLX-10572.D707_D507.C8L1WANXX.s_7.r_1.fq.gz,SLX-10572.D707_D507.C8L1WANXX.s_7.r_2.fq.gz,,PLS:719,,SLX-10572.D707-D507,SLX-10572.D707-D507,C8L1WANXX.7.D707-D507,ILLUMINA,HiSeq 2500,CRUK-CI,19/04/2016,SLX-10572,D707-D507,C8L1WANXX,7,Paired End,125,DNASeq,Truseq HT
SLX-10572.D708_D502.C8L1WANXX.s_6.r_1.fq.gz,SLX-10572.D708_D502.C8L1WANXX.s_6.r_2.fq.gz,,PLS:1180,,SLX-10572.D708-D502,SLX-10572.D708-D502,C8L1WANXX.6.D708-D502,ILLUMINA,HiSeq 2500,CRUK-CI,19/04/2016,SLX-10572,D708-D502,C8L1WANXX,6,Paired End,125,DNASeq,Truseq HT
SLX-10572.D708_D502.C8L1WANXX.s_7.r_1.fq.gz,SLX-10572.D708_D502.C8L1WANXX.s_7.r_2.fq.gz,,PLS:1180,,SLX-10572.D708-D502,SLX-10572.D708-D502,C8L1WANXX.7.D708-D502,ILLUMINA,HiSeq 2500,CRUK-CI,19/04/2016,SLX-10572,D708-D502,C8L1WANXX,7,Paired End,125,DNASeq,Truseq HT
SLX-10572.D708_D503.C8L1WANXX.s_6.r_1.fq.gz,SLX-10572.D708_D503.C8L1WANXX.s_6.r_2.fq.gz,,PLS:1872,,SLX-10572.D708-D503,SLX-10572.D708-D503,C8L1WANXX.6.D708-D503,ILLUMINA,HiSeq 2500,CRUK-CI,19/04/2016,SLX-10572,D708-D503,C8L1WANXX,6,Paired End,125,DNASeq,Truseq HT
SLX-10572.D708_D503.C8L1WANXX.s_7.r_1.fq.gz,SLX-10572.D708_D503.C8L1WANXX.s_7.r_2.fq.gz,,PLS:1872,,SLX-10572.D708-D503,SLX-10572.D708-D503,C8L1WANXX.7.D708-D503,ILLUMINA,HiSeq 2500,CRUK-CI,19/04/2016,SLX-10572,D708-D503,C8L1WANXX,7,Paired End,125,DNASeq,Truseq HT
SLX-10572.D708_D504.C8L1WANXX.s_6.r_1.fq.gz,SLX-10572.D708_D504.C8L1WANXX.s_6.r_2.fq.gz,,PLS:677,,SLX-10572.D708-D504,SLX-10572.D708-D504,C8L1WANXX.6.D708-D504,ILLUMINA,HiSeq 2500,CRUK-CI,19/04/2016,SLX-10572,D708-D504,C8L1WANXX,6,Paired End,125,DNASeq,Truseq HT
SLX-10572.D708_D504.C8L1WANXX.s_7.r_1.fq.gz,SLX-10572.D708_D504.C8L1WANXX.s_7.r_2.fq.gz,,PLS:677,,SLX-10572.D708-D504,SLX-10572.D708-D504,C8L1WANXX.7.D708-D504,ILLUMINA,HiSeq 2500,CRUK-CI,19/04/2016,SLX-10572,D708-D504,C8L1WANXX,7,Paired End,125,DNASeq,Truseq HT
SLX-10572.D708_D507.C8L1WANXX.s_6.r_1.fq.gz,SLX-10572.D708_D507.C8L1WANXX.s_6.r_2.fq.gz,,PLS:457,,SLX-10572.D708-D507,SLX-10572.D708-D507,C8L1WANXX.6.D708-D507,ILLUMINA,HiSeq 2500,CRUK-CI,19/04/2016,SLX-10572,D708-D507,C8L1WANXX,6,Paired End,125,DNASeq,Truseq HT
SLX-10572.D708_D507.C8L1WANXX.s_7.r_1.fq.gz,SLX-10572.D708_D507.C8L1WANXX.s_7.r_2.fq.gz,,PLS:457,,SLX-10572.D708-D507,SLX-10572.D708-D507,C8L1WANXX.7.D708-D507,ILLUMINA,HiSeq 2500,CRUK-CI,19/04/2016,SLX-10572,D708-D507,C8L1WANXX,7,Paired End,125,DNASeq,Truseq HT
SLX-10572.D708_D508.C8L1WANXX.s_6.r_1.fq.gz,SLX-10572.D708_D508.C8L1WANXX.s_6.r_2.fq.gz,,PLS:1356,,SLX-10572.D708-D508,SLX-10572.D708-D508,C8L1WANXX.6.D708-D508,ILLUMINA,HiSeq 2500,CRUK-CI,19/04/2016,SLX-10572,D708-D508,C8L1WANXX,6,Paired End,125,DNASeq,Truseq HT
SLX-10572.D708_D508.C8L1WANXX.s_7.r_1.fq.gz,SLX-10572.D708_D508.C8L1WANXX.s_7.r_2.fq.gz,,PLS:1356,,SLX-10572.D708-D508,SLX-10572.D708-D508,C8L1WANXX.7.D708-D508,ILLUMINA,HiSeq 2500,CRUK-CI,19/04/2016,SLX-10572,D708-D508,C8L1WANXX,7,Paired End,125,DNASeq,Truseq HT
SLX-10572.D708_D505.C8L1WANXX.s_6.r_1.fq.gz,SLX-10572.D708_D505.C8L1WANXX.s_6.r_2.fq.gz,,PLS:1518,,SLX-10572.D708-D505,SLX-10572.D708-D505,C8L1WANXX.6.D708-D505,ILLUMINA,HiSeq 2500,CRUK-CI,19/04/2016,SLX-10572,D708-D505,C8L1WANXX,6,Paired End,125,DNASeq,Truseq HT
SLX-10572.D708_D505.C8L1WANXX.s_7.r_1.fq.gz,SLX-10572.D708_D505.C8L1WANXX.s_7.r_2.fq.gz,,PLS:1518,,SLX-10572.D708-D505,SLX-10572.D708-D505,C8L1WANXX.7.D708-D505,ILLUMINA,HiSeq 2500,CRUK-CI,19/04/2016,SLX-10572,D708-D505,C8L1WANXX,7,Paired End,125,DNASeq,Truseq HT
SLX-10572.D708_D506.C8L1WANXX.s_6.r_1.fq.gz,SLX-10572.D708_D506.C8L1WANXX.s_6.r_2.fq.gz,,PLS:995,,SLX-10572.D708-D506,SLX-10572.D708-D506,C8L1WANXX.6.D708-D506,ILLUMINA,HiSeq 2500,CRUK-CI,19/04/2016,SLX-10572,D708-D506,C8L1WANXX,6,Paired End,125,DNASeq,Truseq HT
SLX-10572.D708_D506.C8L1WANXX.s_7.r_1.fq.gz,SLX-10572.D708_D506.C8L1WANXX.s_7.r_2.fq.gz,,PLS:995,,SLX-10572.D708-D506,SLX-10572.D708-D506,C8L1WANXX.7.D708-D506,ILLUMINA,HiSeq 2500,CRUK-CI,19/04/2016,SLX-10572,D708-D506,C8L1WANXX,7,Paired End,125,DNASeq,Truseq HT
SLX-10572.D709_D503.C8L1WANXX.s_6.r_1.fq.gz,SLX-10572.D709_D503.C8L1WANXX.s_6.r_2.fq.gz,,PLS:1557,,SLX-10572.D709-D503,SLX-10572.D709-D503,C8L1WANXX.6.D709-D503,ILLUMINA,HiSeq 2500,CRUK-CI,19/04/2016,SLX-10572,D709-D503,C8L1WANXX,6,Paired End,125,DNASeq,Truseq HT
SLX-10572.D709_D503.C8L1WANXX.s_7.r_1.fq.gz,SLX-10572.D709_D503.C8L1WANXX.s_7.r_2.fq.gz,,PLS:1557,,SLX-10572.D709-D503,SLX-10572.D709-D503,C8L1WANXX.7.D709-D503,ILLUMINA,HiSeq 2500,CRUK-CI,19/04/2016,SLX-10572,D709-D503,C8L1WANXX,7,Paired End,125,DNASeq,Truseq HT
SLX-10572.D709_D504.C8L1WANXX.s_6.r_1.fq.gz,SLX-10572.D709_D504.C8L1WANXX.s_6.r_2.fq.gz,,PLS:1229,,SLX-10572.D709-D504,SLX-10572.D709-D504,C8L1WANXX.6.D709-D504,ILLUMINA,HiSeq 2500,CRUK-CI,19/04/2016,SLX-10572,D709-D504,C8L1WANXX,6,Paired End,125,DNASeq,Truseq HT
SLX-10572.D709_D504.C8L1WANXX.s_7.r_1.fq.gz,SLX-10572.D709_D504.C8L1WANXX.s_7.r_2.fq.gz,,PLS:1229,,SLX-10572.D709-D504,SLX-10572.D709-D504,C8L1WANXX.7.D709-D504,ILLUMINA,HiSeq 2500,CRUK-CI,19/04/2016,SLX-10572,D709-D504,C8L1WANXX,7,Paired End,125,DNASeq,Truseq HT
SLX-10572.D709_D501.C8L1WANXX.s_6.r_1.fq.gz,SLX-10572.D709_D501.C8L1WANXX.s_6.r_2.fq.gz,,PLS:1575,,SLX-10572.D709-D501,SLX-10572.D709-D501,C8L1WANXX.6.D709-D501,ILLUMINA,HiSeq 2500,CRUK-CI,19/04/2016,SLX-10572,D709-D501,C8L1WANXX,6,Paired End,125,DNASeq,Truseq HT
SLX-10572.D709_D501.C8L1WANXX.s_7.r_1.fq.gz,SLX-10572.D709_D501.C8L1WANXX.s_7.r_2.fq.gz,,PLS:1575,,SLX-10572.D709-D501,SLX-10572.D709-D501,C8L1WANXX.7.D709-D501,ILLUMINA,HiSeq 2500,CRUK-CI,19/04/2016,SLX-10572,D709-D501,C8L1WANXX,7,Paired End,125,DNASeq,Truseq HT
SLX-10572.D709_D502.C8L1WANXX.s_6.r_1.fq.gz,SLX-10572.D709_D502.C8L1WANXX.s_6.r_2.fq.gz,,PLS:1881,,SLX-10572.D709-D502,SLX-10572.D709-D502,C8L1WANXX.6.D709-D502,ILLUMINA,HiSeq 2500,CRUK-CI,19/04/2016,SLX-10572,D709-D502,C8L1WANXX,6,Paired End,125,DNASeq,Truseq HT
SLX-10572.D709_D502.C8L1WANXX.s_7.r_1.fq.gz,SLX-10572.D709_D502.C8L1WANXX.s_7.r_2.fq.gz,,PLS:1881,,SLX-10572.D709-D502,SLX-10572.D709-D502,C8L1WANXX.7.D709-D502,ILLUMINA,HiSeq 2500,CRUK-CI,19/04/2016,SLX-10572,D709-D502,C8L1WANXX,7,Paired End,125,DNASeq,Truseq HT
SLX-10572.D709_D505.C8L1WANXX.s_6.r_1.fq.gz,SLX-10572.D709_D505.C8L1WANXX.s_6.r_2.fq.gz,,PLS:1835,,SLX-10572.D709-D505,SLX-10572.D709-D505,C8L1WANXX.6.D709-D505,ILLUMINA,HiSeq 2500,CRUK-CI,19/04/2016,SLX-10572,D709-D505,C8L1WANXX,6,Paired End,125,DNASeq,Truseq HT
SLX-10572.D709_D505.C8L1WANXX.s_7.r_1.fq.gz,SLX-10572.D709_D505.C8L1WANXX.s_7.r_2.fq.gz,,PLS:1835,,SLX-10572.D709-D505,SLX-10572.D709-D505,C8L1WANXX.7.D709-D505,ILLUMINA,HiSeq 2500,CRUK-CI,19/04/2016,SLX-10572,D709-D505,C8L1WANXX,7,Paired End,125,DNASeq,Truseq HT
SLX-10572.D709_D506.C8L1WANXX.s_6.r_1.fq.gz,SLX-10572.D709_D506.C8L1WANXX.s_6.r_2.fq.gz,,PLS:785,,SLX-10572.D709-D506,SLX-10572.D709-D506,C8L1WANXX.6.D709-D506,ILLUMINA,HiSeq 2500,CRUK-CI,19/04/2016,SLX-10572,D709-D506,C8L1WANXX,6,Paired End,125,DNASeq,Truseq HT
SLX-10572.D709_D506.C8L1WANXX.s_7.r_1.fq.gz,SLX-10572.D709_D506.C8L1WANXX.s_7.r_2.fq.gz,,PLS:785,,SLX-10572.D709-D506,SLX-10572.D709-D506,C8L1WANXX.7.D709-D506,ILLUMINA,HiSeq 2500,CRUK-CI,19/04/2016,SLX-10572,D709-D506,C8L1WANXX,7,Paired End,125,DNASeq,Truseq HT
SLX-10572.D709_D507.C8L1WANXX.s_6.r_1.fq.gz,SLX-10572.D709_D507.C8L1WANXX.s_6.r_2.fq.gz,,PLS:688,,SLX-10572.D709-D507,SLX-10572.D709-D507,C8L1WANXX.6.D709-D507,ILLUMINA,HiSeq 2500,CRUK-CI,19/04/2016,SLX-10572,D709-D507,C8L1WANXX,6,Paired End,125,DNASeq,Truseq HT
SLX-10572.D709_D507.C8L1WANXX.s_7.r_1.fq.gz,SLX-10572.D709_D507.C8L1WANXX.s_7.r_2.fq.gz,,PLS:688,,SLX-10572.D709-D507,SLX-10572.D709-D507,C8L1WANXX.7.D709-D507,ILLUMINA,HiSeq 2500,CRUK-CI,19/04/2016,SLX-10572,D709-D507,C8L1WANXX,7,Paired End,125,DNASeq,Truseq HT
SLX-11896.D703_D507.H7YGCBBXX.s_8.r_1.fq.gz,SLX-11896.D703_D507.H7YGCBBXX.s_8.r_2.fq.gz,,UCP:260,,SLX-11896.D703-D507,SLX-11896.D703-D507,H7YGCBBXX.8.D703-D507,ILLUMINA,HiSeq 4000,CRUK-CI,23/05/2016,SLX-11896,D703-D507,H7YGCBBXX,8,Paired End,150,DNASeq,Truseq HT
SLX-11896.D703_D507.HC2KKBBXX.s_8.r_1.fq.gz,SLX-11896.D703_D507.HC2KKBBXX.s_8.r_2.fq.gz,,UCP:260,,SLX-11896.D703-D507,SLX-11896.D703-D507,HC2KKBBXX.8.D703-D507,ILLUMINA,HiSeq 4000,CRUK-CI,16/05/2016,SLX-11896,D703-D507,HC2KKBBXX,8,Paired End,150,DNASeq,Truseq HT
SLX-11896.D709_D508.H7YGCBBXX.s_8.r_1.fq.gz,SLX-11896.D709_D508.H7YGCBBXX.s_8.r_2.fq.gz,,PLS:1374,,SLX-11896.D709-D508,SLX-11896.D709-D508,H7YGCBBXX.8.D709-D508,ILLUMINA,HiSeq 4000,CRUK-CI,23/05/2016,SLX-11896,D709-D508,H7YGCBBXX,8,Paired End,150,DNASeq,Truseq HT
SLX-11896.D709_D508.HC2KKBBXX.s_8.r_1.fq.gz,SLX-11896.D709_D508.HC2KKBBXX.s_8.r_2.fq.gz,,PLS:1374,,SLX-11896.D709-D508,SLX-11896.D709-D508,HC2KKBBXX.8.D709-D508,ILLUMINA,HiSeq 4000,CRUK-CI,16/05/2016,SLX-11896,D709-D508,HC2KKBBXX,8,Paired End,150,DNASeq,Truseq HT
SLX-10572.D709_D508.C8L1WANXX.s_6.r_1.fq.gz,SLX-10572.D709_D508.C8L1WANXX.s_6.r_2.fq.gz,,PLS:1374,,SLX-10572.D709-D508,SLX-10572.D709-D508,C8L1WANXX.6.D709-D508,ILLUMINA,HiSeq 2500,CRUK-CI,19/04/2016,SLX-10572,D709-D508,C8L1WANXX,6,Paired End,125,DNASeq,Truseq HT
SLX-10572.D709_D508.C8L1WANXX.s_7.r_1.fq.gz,SLX-10572.D709_D508.C8L1WANXX.s_7.r_2.fq.gz,,PLS:1374,,SLX-10572.D709-D508,SLX-10572.D709-D508,C8L1WANXX.7.D709-D508,ILLUMINA,HiSeq 2500,CRUK-CI,19/04/2016,SLX-10572,D709-D508,C8L1WANXX,7,Paired End,125,DNASeq,Truseq HT
SLX-11896.D704_D501.H7YGCBBXX.s_8.r_1.fq.gz,SLX-11896.D704_D501.H7YGCBBXX.s_8.r_2.fq.gz,,USN:259,,SLX-11896.D704-D501,SLX-11896.D704-D501,H7YGCBBXX.8.D704-D501,ILLUMINA,HiSeq 4000,CRUK-CI,23/05/2016,SLX-11896,D704-D501,H7YGCBBXX,8,Paired End,150,DNASeq,Truseq HT
SLX-11896.D704_D501.HC2KKBBXX.s_8.r_1.fq.gz,SLX-11896.D704_D501.HC2KKBBXX.s_8.r_2.fq.gz,,USN:259,,SLX-11896.D704-D501,SLX-11896.D704-D501,HC2KKBBXX.8.D704-D501,ILLUMINA,HiSeq 4000,CRUK-CI,16/05/2016,SLX-11896,D704-D501,HC2KKBBXX,8,Paired End,150,DNASeq,Truseq HT
SLX-11896.D707_D504.H7YGCBBXX.s_8.r_1.fq.gz,SLX-11896.D707_D504.H7YGCBBXX.s_8.r_2.fq.gz,,PLS:1007,,SLX-11896.D707-D504,SLX-11896.D707-D504,H7YGCBBXX.8.D707-D504,ILLUMINA,HiSeq 4000,CRUK-CI,23/05/2016,SLX-11896,D707-D504,H7YGCBBXX,8,Paired End,150,DNASeq,Truseq HT
SLX-11896.D707_D504.HC2KKBBXX.s_8.r_1.fq.gz,SLX-11896.D707_D504.HC2KKBBXX.s_8.r_2.fq.gz,,PLS:1007,,SLX-11896.D707-D504,SLX-11896.D707-D504,HC2KKBBXX.8.D707-D504,ILLUMINA,HiSeq 4000,CRUK-CI,16/05/2016,SLX-11896,D707-D504,HC2KKBBXX,8,Paired End,150,DNASeq,Truseq HT
SLX-11896.D703_D501.H7YGCBBXX.s_8.r_1.fq.gz,SLX-11896.D703_D501.H7YGCBBXX.s_8.r_2.fq.gz,,UCP:200,,SLX-11896.D703-D501,SLX-11896.D703-D501,H7YGCBBXX.8.D703-D501,ILLUMINA,HiSeq 4000,CRUK-CI,23/05/2016,SLX-11896,D703-D501,H7YGCBBXX,8,Paired End,150,DNASeq,Truseq HT
SLX-11896.D703_D501.HC2KKBBXX.s_8.r_1.fq.gz,SLX-11896.D703_D501.HC2KKBBXX.s_8.r_2.fq.gz,,UCP:200,,SLX-11896.D703-D501,SLX-11896.D703-D501,HC2KKBBXX.8.D703-D501,ILLUMINA,HiSeq 4000,CRUK-CI,16/05/2016,SLX-11896,D703-D501,HC2KKBBXX,8,Paired End,150,DNASeq,Truseq HT
SLX-11896.D709_D504.H7YGCBBXX.s_8.r_1.fq.gz,SLX-11896.D709_D504.H7YGCBBXX.s_8.r_2.fq.gz,,PLS:1229,,SLX-11896.D709-D504,SLX-11896.D709-D504,H7YGCBBXX.8.D709-D504,ILLUMINA,HiSeq 4000,CRUK-CI,23/05/2016,SLX-11896,D709-D504,H7YGCBBXX,8,Paired End,150,DNASeq,Truseq HT
SLX-11896.D709_D504.HC2KKBBXX.s_8.r_1.fq.gz,SLX-11896.D709_D504.HC2KKBBXX.s_8.r_2.fq.gz,,PLS:1229,,SLX-11896.D709-D504,SLX-11896.D709-D504,HC2KKBBXX.8.D709-D504,ILLUMINA,HiSeq 4000,CRUK-CI,16/05/2016,SLX-11896,D709-D504,HC2KKBBXX,8,Paired End,150,DNASeq,Truseq HT
SLX-11896.D707_D508.H7YGCBBXX.s_8.r_1.fq.gz,SLX-11896.D707_D508.H7YGCBBXX.s_8.r_2.fq.gz,,PLS:725,,SLX-11896.D707-D508,SLX-11896.D707-D508,H7YGCBBXX.8.D707-D508,ILLUMINA,HiSeq 4000,CRUK-CI,23/05/2016,SLX-11896,D707-D508,H7YGCBBXX,8,Paired End,150,DNASeq,Truseq HT
SLX-11896.D707_D508.HC2KKBBXX.s_8.r_1.fq.gz,SLX-11896.D707_D508.HC2KKBBXX.s_8.r_2.fq.gz,,PLS:725,,SLX-11896.D707-D508,SLX-11896.D707-D508,HC2KKBBXX.8.D707-D508,ILLUMINA,HiSeq 4000,CRUK-CI,16/05/2016,SLX-11896,D707-D508,HC2KKBBXX,8,Paired End,150,DNASeq,Truseq HT
SLX-11896.D705_D507.H7YGCBBXX.s_8.r_1.fq.gz,SLX-11896.D705_D507.H7YGCBBXX.s_8.r_2.fq.gz,,USN:199,,SLX-11896.D705-D507,SLX-11896.D705-D507,H7YGCBBXX.8.D705-D507,ILLUMINA,HiSeq 4000,CRUK-CI,23/05/2016,SLX-11896,D705-D507,H7YGCBBXX,8,Paired End,150,DNASeq,Truseq HT
