file,n_read,n_nucleotide,n_read_mapped,n_nucleotide_mapped,n_read_duplicate,n_nucleotide_duplicate,n_read_mapped_chrM,coverage_by_mapped_reads
SLX-12534.D708-D501.HiSeq4000.bam,19474065,2823213112,19366565,2811683242,2963698,433322720,490,0.878651013125
SLX-12534.D707-D502.HiSeq4000.bam,22870493,3302999400,22802610,3295376272,3802529,553852156,371,1.029805085
SLX-13900.D710-D504.HiSeq4000.bam,24715073,3607283126,24559031,3591827009,6683952,983548173,649,1.1224459403125
SLX-10575.iPCRtagT017.HiSeq2500.bam,8999911,1101421665,8930385,1095183491,67470,8338708,49,0.3422448409375
SLX-13227.D703-D502.HiSeq2500.bam,15116981,1118523342,14850182,1104600868,172145,12808165,1171,0.34518777125
SLX-11043.D704-D507.HiSeq4000.bam,28965973,4175999588,28827169,4161354081,2503531,364411498,604,1.3004231503125
SLX-13900.D711-D503.HiSeq4000.bam,21273020,3093307296,21121018,3082010475,5165764,760111127,820,0.9631282734375
SLX-11042.D706-D504.HiSeq4000.bam,28554664,4109572828,28379204,4091910553,1614689,234258121,334,1.2787220478125
SLX-11904.D710-D501.HiSeq4000.bam,15397993,2228906960,15331500,2221589959,1855564,271056846,258,0.6942468621875
SLX-10991.iPCRtagT031.HiSeq2500.bam,15238978,1722768498,15056292,1705137940,154695,17771976,2770,0.53285560625
SLX-11383.D709-D504.HiSeq4000.bam,28001375,3866010132,27961914,3862004280,5024295,709260339,41239,1.2068763375
SLX-10991.iPCRtagT026.HiSeq2500.bam,10224777,1118770242,10104273,1106584538,78887,8907732,4736,0.345807668125
SLX-13621.D706-D501.HiSeq4000.bam,28854283,4148679356,28694659,4131600522,6534312,946720922,328,1.291125163125
SLX-12841.D701-D502.HiSeq4000.bam,37572822,5364766001,37375073,5348433711,6385011,925609626,5223,1.6713855346875
SLX-12531.D703-D501.HiSeq4000.bam,30860197,4432761014,30732089,4418870311,7505757,1088629952,139,1.3808969721875
SLX-13222.D703dna-D502dna.HiSeq4000.bam,28304223,4114526159,28192076,4102178432,5972062,876472874,640,1.28193076
SLX-12841.D705-D501.HiSeq4000.bam,16805988,2427230397,16655308,2408446490,3122992,457109040,346,0.752639528125
SLX-11896.D708-D503.HiSeq4000.bam,10568798,1518639280,10476434,1509185055,389529,56852719,305,0.4716203296875
SLX-10991.iPCRtagT099.HiSeq2500.bam,2008497,232137444,1929728,222991554,13140,1536484,1426,0.069684860625
SLX-13222.D702dna-D504dna.HiSeq4000.bam,33689831,4868404010,33554919,4853795390,6881479,1005129643,1518,1.516811059375
SLX-11383.D710-D507.HiSeq4000.bam,39239732,5195747156,39196181,5191334837,6744536,918400453,122305,1.6222921365625
SLX-10575.iPCRtagT031.HiSeq2500.bam,10010321,1127689762,9935960,1121393768,69004,7914456,729,0.3504355525
SLX-11847.D702-D507.HiSeq4000.bam,17627820,2572215001,17588097,2567408027,2920886,429919186,297,0.8023150084375
SLX-12841.D703-D507.HiSeq4000.bam,22654660,3087868790,22534373,3073948491,4025685,569571096,1765,0.9606089034375
SLX-11896.D707-D503.HiSeq4000.bam,44319853,6367641366,43925576,6327265688,2867213,416576465,879,1.9772705275
SLX-12759.D710-D505.HiSeq4000.bam,8961638,1212685913,8731042,1192490994,2073995,280826848,4451,0.372653435625
SLX-11383.D707-D501.HiSeq4000.bam,35621170,5125204085,35546450,5116324968,7013885,1019307475,235,1.5988515525
SLX-11034.A027.HiSeq2500.bam,34695566,4263317114,34501727,4240555324,490419,60872396,1151,1.32517353875
SLX-11873.D707-D501.HiSeq4000.bam,75449841,10787380156,75224135,10763224215,9157826,1325879052,2379,3.3635075671875
SLX-11383.D709-D507.HiSeq4000.bam,32021094,4280783052,31978587,4276472926,5498727,753401136,98946,1.336397789375
SLX-13900.D708-D506.HiSeq4000.bam,26596130,3867852009,26391147,3849364930,7483090,1099990306,1168,1.202926540625
SLX-13900.D710-D505.HiSeq4000.bam,24794601,3621638825,24666564,3608797906,6529019,961368649,940,1.127749345625
SLX-10572.D708-D501.HiSeq2500.bam,348300,42320582,345130,42052370,468,57617,2,0.013141365625
SLX-12758.D711-D505.HiSeq4000.bam,30248140,4440885337,30036321,4424175363,4884629,722359141,204,1.3825548009375
SLX-10575.iPCRtagT019.HiSeq2500.bam,17005101,1997039944,16826375,1981754488,36000,4279373,4039,0.6192982775
SLX-10572.D704-D502.HiSeq2500.bam,563171,64726394,556923,64265079,848,101425,353,0.0200828371875
SLX-11870.D708-D508.HiSeq4000.bam,23910637,3470309266,23842845,3462784364,5264787,769485104,607,1.08212011375
SLX-11034.A013.HiSeq2500.bam,20422803,2037025580,20327675,2026653576,140976,14276056,25645,0.6333292425
SLX-10575.iPCRtagT033.HiSeq2500.bam,11533721,1218580086,11423656,1209804197,50761,5477957,731,0.3780638115625
SLX-11868.D707-D501.HiSeq4000.bam,9360740,1281980401,9230738,1267221700,1026292,143190308,7522,0.39600678125
SLX-12758.D709-D505.HiSeq4000.bam,9313785,1214203393,9279115,1211260722,1248682,167335483,979,0.378518975625
SLX-10572.D708-D504.HiSeq2500.bam,3095094,375732124,3062953,372997046,13772,1694448,56,0.116561576875
SLX-11847.D702-D506.HiSeq4000.bam,18307810,2657224059,18262398,2651851540,2863375,419325928,799,0.82870360625
SLX-12759.D701-D506.HiSeq4000.bam,25944556,3511276037,25765864,3500816046,4481185,627208716,13708,1.094005014375
SLX-10991.iPCRtagT025.HiSeq2500.bam,11574380,1303253204,10310096,1154735446,123627,14072845,1609,0.360854826875
SLX-11034.A007.HiSeq2500.bam,8145467,876405382,3591409,378991724,248049,26626636,559,0.11843491375
SLX-12841.D703-D506.HiSeq4000.bam,18673049,2703337020,18544705,2687592730,3769025,554322703,1458,0.839872728125
SLX-13621.D702-D501.HiSeq4000.bam,22508183,3233881784,22330593,3215043153,5108105,739642550,340,1.0047009853125
SLX-12758.D707-D508.HiSeq4000.bam,1589752,204256276,1586636,203969655,229917,30606285,1755,0.0637405171875
SLX-11847.D704-D501.HiSeq4000.bam,15962511,2330026228,15922105,2325200471,2268693,333747886,154,0.7266251471875
SLX-10572.D703-D506.HiSeq2500.bam,74144,8765919,69199,8374356,8809,1073429,6,0.00261698625
SLX-12838.D703-D502.HiSeq4000.bam,37740694,5448257061,37517273,5420830808,6001807,880891536,3607,1.6940096275
SLX-11379.D703-D504.HiSeq4000.bam,22583456,2655305267,22455815,2644925906,1580020,190456907,4105,0.826539345625
SLX-12534.D709-D501.HiSeq4000.bam,29486805,4257260450,29354831,4242386230,4012563,584697030,700,1.325745696875
SLX-13621.D711-D501.HiSeq4000.bam,42578203,6122159560,42293741,6091477223,9372421,1358077884,3565,1.9035866321875
SLX-10572.D702-D506.HiSeq2500.bam,2912772,316231367,2879162,313729600,3516,393999,3195,0.0980405
SLX-11043.D701-D502.HiSeq4000.bam,36687510,5291409674,36493365,5270852856,3637056,529042776,458,1.6471415175
SLX-13900.D708-D505.HiSeq4000.bam,25270319,3685373029,25129246,3671976321,6560742,965448420,1091,1.1474926003125001
SLX-13621.D712-D501.HiSeq4000.bam,51286056,7405635439,51059697,7381255277,10981886,1595810953,277,2.3066422740625
SLX-11042.D702-D507.HiSeq4000.bam,26625323,3828180379,26478132,3812887475,1643270,238413233,445,1.1915273359375
SLX-11904.D711-D501.HiSeq4000.bam,13557616,1830442395,13129490,1772041966,1382347,190694790,402,0.553763114375
SLX-13227.D704-D508.HiSeq2500.bam,56373039,4184526911,55805821,4151267165,1334187,99271733,873,1.2972709890625
SLX-10572.D703-D507.HiSeq2500.bam,3787717,413485733,3742508,410077800,3372,381517,1683,0.1281493125
SLX-11042.D706-D503.HiSeq4000.bam,23102615,3324638247,22961632,3309973256,1379900,200259733,710,1.0343666425
SLX-12759.D708-D503.HiSeq4000.bam,21425141,2906364924,20200598,2740108008,3429693,481706884,26916,0.8562837525
SLX-12534.D712-D507.HiSeq4000.bam,27922728,4057680526,27812906,4045531140,4281392,627010345,517,1.26422848125
SLX-10572.D709-D506.HiSeq2500.bam,316316,38359714,312466,38038957,739,90632,8,0.0118871740625
SLX-11870.D711-D503.HiSeq4000.bam,27574975,3939926598,27490504,3930070520,5572095,805192114,3580,1.2281470375
SLX-13222.D706dna-D506dna.HiSeq4000.bam,29767128,4281007500,29689493,4272249790,5936751,864297871,687,1.335078059375
SLX-13900.D707-D504.HiSeq4000.bam,26065439,3816478138,25909486,3802478202,7923263,1168615316,645,1.188274438125
SLX-11896.D702-D506.HiSeq4000.bam,12828728,1507235717,12746860,1500164433,435903,52333745,13409,0.4688013853125
SLX-13900.D709-D505.HiSeq4000.bam,22789771,3314964386,22625829,3301826721,6198287,910216210,2761,1.0318208503125
SLX-12832.D709-D503.HiSeq4000.bam,26457059,3466704362,26348298,3456213288,3885582,563109804,304,1.0800666525
SLX-13227.D701-D502.HiSeq2500.bam,10640995,789970955,10540231,784170208,85192,6340759,287,0.24505319
SLX-12531.D704-D501.HiSeq4000.bam,27463247,3957029405,27345232,3943706295,5693401,827355696,487,1.2324082171875
SLX-12534.D709-D502.HiSeq4000.bam,31222869,4486943133,31091906,4473098830,4370767,634289776,237,1.397843384375
SLX-11904.D712-D508.HiSeq4000.bam,34601134,4593150690,34501940,4582248373,3843015,522114511,9352,1.4319526165625
SLX-12832.D712-D507.HiSeq4000.bam,46898654,6670187271,46719062,6649780985,7778861,1122111502,3819,2.0780565578125
SLX-11896.D703-D502.HiSeq4000.bam,18135146,2128671251,17983581,2115756657,717907,86258991,39725,0.6611739553125
SLX-11383.D710-D504.HiSeq4000.bam,42830217,5774804896,42787632,5770547769,8128241,1122467578,67474,1.8032961778125
SLX-11383.D710-D508.HiSeq4000.bam,59729153,8100799045,59634662,8090865744,10836953,1509221300,136123,2.528395545
SLX-12758.D701-D508.HiSeq4000.bam,6331697,601561321,6311306,599453824,708400,72358100,14002,0.18732932
SLX-13900.D706-D504.HiSeq4000.bam,21446679,2348876830,19314777,2236761499,4506817,524460142,36343,0.6989879684375
SLX-12832.D701-D503.HiSeq4000.bam,326976,43477499,222065,29639540,6694,949590,16,0.00926235625
SLX-10572.D704-D507.HiSeq2500.bam,2022209,225866877,2003764,224454267,4873,558969,1315,0.0701419584375
SLX-11383.D711-D504.HiSeq4000.bam,29787172,3905008109,29753527,3901598727,5203066,701429217,45660,1.2192496021875
SLX-10572.D706-D504.HiSeq2500.bam,36008952,4003557145,34985104,3895267074,498255,56916335,5040,1.217270960625
SLX-11904.D710-D502.HiSeq4000.bam,5739255,825171121,5698946,820621007,620706,90508390,181,0.2564440646875
SLX-13900.D706-D501.HiSeq4000.bam,50890838,7097428979,50071009,7031515443,14093476,2019074148,31689,2.1973485759375
SLX-11904.D708-D503.HiSeq4000.bam,14640206,2128074687,14591044,2122496284,1575985,231081033,158,0.66328008875
SLX-12534.D705-D506.HiSeq4000.bam,32730609,4818962343,32634436,4806223400,6043656,894209547,211,1.5019448125
SLX-11896.D707-D506.HiSeq4000.bam,18648129,2664139920,18461467,2646420448,858534,124967442,345,0.82700639
SLX-13621.D708-D501.HiSeq4000.bam,30917805,4282479093,30801178,4270006062,6022015,850996173,694,1.334376894375
SLX-11042.D706-D501.HiSeq4000.bam,23988681,3453365674,23898548,3443678800,1329024,192749066,367,1.076149625
SLX-12838.D701-D505.HiSeq4000.bam,45840884,6425946504,45619097,6401331350,5787573,824931564,2225,2.000416046875
SLX-11896.D705-D501.HiSeq4000.bam,12726793,1406618479,12581250,1394505053,405430,46010125,2706,0.4357828290625
SLX-13710.D707-D507.NextSeq.bam,12970253,957849197,12846152,950498259,221074,16360278,1296,0.2970307059375
SLX-11896.D708-D501.HiSeq4000.bam,18593186,2673524827,18441371,2658127004,737025,107669328,277,0.83066468875
SLX-11043.D702-D503.HiSeq4000.bam,33874612,4902031217,33743712,4887704931,3004916,438422457,160,1.5274077909375
SLX-12832.D709-D504.HiSeq4000.bam,24918879,3583803377,24834267,3574511650,4285591,623235148,5081,1.117034890625
SLX-12841.D702-D501.HiSeq4000.bam,29069705,4035204978,28960603,4024287292,5058784,717912450,1339,1.25758977875
SLX-11896.D703-D503.HiSeq4000.bam,14282756,1828183845,14202162,1820551786,731368,96002295,37154,0.568922433125
SLX-11904.D711-D504.HiSeq4000.bam,26081287,3199156474,25990798,3190194524,2732942,350216874,1128,0.99693578875
SLX-13227.D701-D504.HiSeq2500.bam,10653588,791015864,10541799,784199127,43585,3247486,431,0.2450622271875
SLX-11383.D711-D507.HiSeq4000.bam,14092619,1774600403,14080962,1773483045,2277506,296644248,65978,0.5542134515625
SLX-11904.D709-D505.HiSeq4000.bam,19728762,2882184508,19611576,2869248643,2224869,327391257,158,0.8966402009375
SLX-11868.D708-D503.HiSeq4000.bam,9985698,1391397656,9828506,1372573799,493135,69430480,1271,0.4289293121875
SLX-12838.D706-D508.HiSeq4000.bam,12062900,1685787629,12022874,1682110359,1706829,243124203,2733,0.5256594871875
SLX-10572.D706-D501.HiSeq2500.bam,2368654,269121164,2347504,267460783,6502,759283,152,0.0835814946875
SLX-11904.D708-D504.HiSeq4000.bam,49856008,7219144034,49649724,7197682345,6400846,935365610,951,2.2492757328125
SLX-13900.D704-D504.HiSeq4000.bam,16600739,2084653520,16579060,2082651308,3533121,473255409,35092,0.65082853375
SLX-10991.iPCRtagT007.HiSeq2500.bam,4038186,469100802,3974723,462996453,10010,1181192,7168,0.1446863915625
SLX-13223.D705-D508.HiSeq4000.bam,29649842,4283366687,29440669,4262123404,4390004,638891931,465,1.33191356375
SLX-13900.D711-D505.HiSeq4000.bam,24547324,3573146865,24427945,3561305839,6545732,961593058,1102,1.1129080746875
SLX-10572.D709-D502.HiSeq2500.bam,348067,42131294,343709,41769521,563,69495,4,0.0130529753125
SLX-12841.D707-D507.HiSeq4000.bam,25501453,3692199518,25161285,3647920161,5216727,763448997,657,1.1399750503125
SLX-11873.D709-D504.HiSeq4000.bam,48368133,5894671649,44169463,5386304699,7099378,872345648,1740,1.6832202184375
SLX-12839.D701-D502.HiSeq4000.bam,17868618,2580039609,17724581,2570170795,1990479,289310374,844,0.8031783734375
SLX-12841.D703-D505.HiSeq4000.bam,23925905,3376758109,23793216,3361241749,4635347,667149133,882,1.0503880465625
SLX-13621.D710-D502.HiSeq4000.bam,43039270,6137722107,42894823,6122582144,8336201,1200095974,579,1.91330692
SLX-11383.D711-D505.HiSeq4000.bam,21479455,2799190982,21459541,2797219410,3658934,490865768,39191,0.874131065625
SLX-13900.D703-D508.HiSeq4000.bam,21392245,2619992385,21265961,2608710293,4817494,617365898,18781,0.8152219665625
SLX-12839.D702-D504.HiSeq4000.bam,11344417,1657415479,11294058,1652654645,1367170,200626452,77,0.5164545765625
SLX-13900.D710-D502.HiSeq4000.bam,25868815,3778030735,25757809,3766859904,6500447,957010104,494,1.17714372
SLX-13223.D703-D504.HiSeq4000.bam,28184364,4033321922,27933014,4011209491,4508192,651391148,237,1.2535029659375
SLX-11043.D701-D504.HiSeq4000.bam,27462427,3921830708,27317481,3907023672,2330575,336396899,1508,1.2209448975
SLX-11379.D705-D508.HiSeq4000.bam,22451187,3200587894,22310242,3186503742,1371273,197465632,118,0.995782419375
SLX-12841.D704-D507.HiSeq4000.bam,18076435,2473081718,18027869,2468811448,2762693,386582605,1505,0.7715035775
SLX-12758.D704-D501.HiSeq4000.bam,15288991,2233854398,15249588,2229282690,2296362,337513389,88,0.696650840625
SLX-11847.D702-D508.HiSeq4000.bam,18260593,2661978390,18213090,2656280239,3009579,442262033,192,0.8300875746875
SLX-11868.D712-D508.HiSeq4000.bam,29466527,4267641932,29321213,4252079379,988692,144266604,166,1.3287748059375
SLX-11042.D704-D503.HiSeq4000.bam,24225293,3495685375,24049468,3478073103,1260061,183101450,504,1.0868978446875
SLX-12841.D701-D504.HiSeq4000.bam,26355007,3756755615,26253037,3747058327,4892069,707308488,969,1.1709557271875
SLX-13710.D704-D504.NextSeq.bam,15331961,1134479317,15193317,1126275220,272679,20215366,499,0.35196100625
SLX-10572.D705-D505.HiSeq2500.bam,26495117,2584055482,26251113,2567360001,293889,30189279,1877,0.8023000003125
SLX-11896.D709-D504.HiSeq4000.bam,16519427,2381631743,16376766,2366796173,800974,116778531,281,0.7396238040625
SLX-13900.D710-D508.HiSeq4000.bam,30099944,4389248152,29942954,4373816673,8103396,1192430954,3704,1.3668177103125
SLX-13222.D701dna-D502dna.HiSeq4000.bam,31067419,4508082420,30850187,4495068482,6127382,899685544,479,1.404708900625
SLX-12758.D708-D507.HiSeq4000.bam,28552198,4061124593,28346592,4038744435,4270787,616759542,3627,1.2621076359375
SLX-12758.D711-D501.HiSeq4000.bam,32272253,4453230805,32009563,4429598462,4855765,684808191,3330,1.384249519375
SLX-12758.D705-D503.HiSeq4000.bam,95927799,11607058255,95717728,11588017992,16724593,2154257234,98238,3.6212556225
SLX-12534.D711-D505.HiSeq4000.bam,33936347,4882339133,33814260,4869263938,5262225,764518307,842,1.521644980625
SLX-13900.D712-D505.HiSeq4000.bam,24383882,3388138248,23942584,3340545779,6567487,936757928,10531,1.0439205559375
SLX-11034.A025.HiSeq2500.bam,21656303,2645549673,21523522,2630277431,257263,31814638,1080,0.8219616971875
SLX-10575.iPCRtagT044.HiSeq2500.bam,7367663,824245222,7303083,818965547,60513,7070421,8458,0.2559267334375
SLX-12758.D701-D507.HiSeq4000.bam,4766394,520659385,4735445,518104877,582396,67540217,29044,0.1619077740625
SLX-12832.D711-D506.HiSeq4000.bam,43726469,6092740967,43607893,6079626639,7318282,1037579571,1726,1.8998833246875
SLX-11868.D707-D502.HiSeq4000.bam,24445215,3431587984,23768941,3354097369,6202699,883745395,9049,1.0481554278125
SLX-12758.D705-D505.HiSeq4000.bam,46475678,5440054000,46383501,5432238960,7171998,880632709,63237,1.697574675
SLX-13227.D705-D506.HiSeq2500.bam,16217589,1203834375,16061588,1194871845,166546,12395865,918,0.3733974515625
SLX-11379.D701-D504.HiSeq4000.bam,26223841,3465615003,25023704,3313890501,1218773,164436596,17846,1.0355907815625
SLX-10572.D709-D503.HiSeq2500.bam,3635,342823,2495,255780,1,58,0,7.993125e-5
SLX-13710.D703-D506.NextSeq.bam,12151288,899640338,12034196,892493502,235453,17459203,58,0.278904219375
SLX-11379.D705-D507.HiSeq4000.bam,30740577,4336908326,30556476,4319898399,1759444,254458926,1227,1.3499682496875
SLX-12838.D702-D505.HiSeq4000.bam,49500027,7111005303,49240030,7080805366,7037121,1023601483,4079,2.212751676875
SLX-12839.D704-D506.HiSeq4000.bam,17778185,2613769661,17721851,2607495203,2081840,307241526,200,0.8148422509375
SLX-12758.D710-D504.HiSeq4000.bam,11431840,1663880513,11397201,1659968527,1824538,267411419,111,0.5187401646875
SLX-12832.D701-D504.HiSeq4000.bam,14090042,1852347834,12930929,1706585616,2438596,328864219,1835,0.533308005
SLX-10991.iPCRtagT027.HiSeq2500.bam,5846386,587149574,5804355,583556150,62641,6472905,8186,0.182361296875
SLX-12534.D712-D506.HiSeq4000.bam,27903460,4034511622,27819799,4025127754,4007768,585004989,508,1.257852423125
SLX-13223.D701-D504.HiSeq4000.bam,25607780,3674947004,25386936,3654445532,3830980,553971338,787,1.14201422875
SLX-13900.D712-D506.HiSeq4000.bam,16202962,2216743086,16096648,2207373361,4085631,576402926,7084,0.6898041753125
SLX-13900.D707-D501.HiSeq4000.bam,29132916,4254503007,28938668,4238527140,8974723,1322267501,1832,1.32453973125
SLX-11042.D703-D505.HiSeq4000.bam,29547697,4248551014,29399302,4232843215,1661938,240867156,345,1.3227635046875
SLX-13222.D701dna-D504dna.HiSeq4000.bam,21717101,3148489882,21607322,3138736429,4318210,632640178,319,0.9808551340625
SLX-13227.D712-D501.HiSeq2500.bam,26040865,1929073586,25904042,1920377448,364242,27089828,2083,0.6001179525
SLX-11034.A014.HiSeq2500.bam,13564147,1549489025,13349993,1524582621,181592,20624554,5281,0.4764320690625
SLX-12758.D709-D501.HiSeq4000.bam,13190720,1799058363,13127140,1792590899,1889809,263851864,2294,0.5601846559375
SLX-12839.D703-D507.HiSeq4000.bam,7281624,1067682000,7249577,1064275128,873150,128591370,194,0.3325859775
SLX-11896.D704-D501.HiSeq4000.bam,8740904,960485736,8681964,955585122,224404,25230364,1175,0.298620350625
SLX-10991.iPCRtagT022.HiSeq2500.bam,4621348,528265463,4567135,522873922,33454,3887601,1675,0.163398100625
SLX-12758.D709-D504.HiSeq4000.bam,24555597,3331279303,24408474,3318991355,3854758,528385227,4959,1.0371847984375
SLX-10572.D701-D501.HiSeq2500.bam,709543,81355376,702319,80797379,416,48911,431,0.0252491809375
SLX-11383.D708-D503.HiSeq4000.bam,38394292,5607809988,38299333,5596453165,6897457,1017282247,175,1.7488916140625
SLX-13223.D702-D504.HiSeq4000.bam,29286931,3649020986,28866326,3610656057,4901877,679839074,7143,1.1283300178125
SLX-11847.D705-D504.HiSeq4000.bam,21675844,3173480184,21613706,3166213977,3624305,534261354,175,0.9894418678125
SLX-13222.D705dna-D507dna.HiSeq4000.bam,28724461,4181146639,28626079,4170378480,5641944,828133636,458,1.303243275
